id,profile_data,created_at,updated_at
b2e2e2e2-0000-0000-0000-000000000001,"{""hens"":7,""roosters"":2,""chicks"":11,""brooding"":1,""lastUpdated"":""2025-05-06T00:00:00.000Z"",""breedTypes"":[],""flockStartDate"":""2025-05-06T00:00:00.000Z"",""events"":[],""notes"":""Hens: 7, Roosters: 2, Chicks: 11, Brooding: 1. ""}",2025-05-06T00:00:00.000Z,2025-06-07T00:00:00.000Z
